131	283	85	107	196	992	311	623	739	811	430	836	844	945	607	611	752	987	604	793	73	948	661	718	728	768	599	829	293	901	678	838	659	980	240	432	207	873	220	236	670	970	275	828	50	404	548	740	319	440	593	900	328	603	279	438	72	649	150	536
918	989	292	865	275	700	373	515	106	984	145	346	522	566	722	777	184	961	277	708	157	816	8	845	374	967	626	982	334	378	255	448	395	607	240	825	219	472	238	478	301	620	317	933	661	725	216	338	223	391	242	308	149	731	590	902	201	919	437	968
466	475	322	362	607	701	323	435	190	352	581	779	571	850	18	527	568	637	702	864	195	293	539	640	755	810	523	965	347	762	488	721	103	931	170	726	144	545	629	847	45	419	68	865	246	655	521	596	428	775	120	899	481	926	136	355	215	418	10	220
254	922	688	965	485	703	168	993	363	697	144	537	913	933	149	354	122	209	637	712	505	769	579	691	369	912	669	672	664	685	195	805	497	927	93	95	310	519	87	448	237	449	22	838	833	978	298	339	640	668	124	624	855	887	173	608	469	574	70	211
96	305	493	756	331	439	277	619	138	710	726	912	91	195	314	770	751	949	334	881	361	372	491	805	189	405	566	981	16	768	584	951	531	605	77	240	264	788	233	430	41	820	504	965	743	966	316	358	452	983	20	93	5	145	425	806	21	725	541	724
40	890	232	597	37	717	817	868	729	970	96	478	336	549	290	337	255	414	205	517	222	532	162	249	111	410	170	345	380	547	128	537	339	920	523	791	480	927	148	781	445	678	683	705	288	624	352	823	435	701	439	484	120	983	637	639	53	662	331	966
34	736	438	751	267	761	41	422	628	955	47	385	881	884	452	829	722	867	734	908	502	946	257	416	851	944	51	268	89	264	581	880	644	830	127	500	64	291	325	770	259	642	114	403	418	730	182	424	774	980	337	740	952	998	32	836	467	673	94	711
102	607	744	871	38	347	110	886	116	733	246	967	319	637	244	336	175	698	840	881	307	467	338	848	568	682	85	691	114	557	66	904	449	472	316	983	149	409	843	958	421	923	247	437	99	588	187	681	306	724	465	651	302	443	250	587	543	945	669	891
274	684	589	603	411	972	87	210	507	570	92	573	17	96	333	693	420	813	82	929	429	484	841	890	532	759	43	715	706	727	305	669	20	77	634	880	28	832	198	201	478	985	540	881	193	506	35	490	432	839	733	754	689	691	798	952	151	291	120	184
199	542	477	831	63	75	88	798	712	797	30	127	23	65	381	548	204	703	134	377	315	705	249	716	67	639	277	300	557	991	149	415	360	669	888	982	284	937	554	810	76	935	402	715	7	856	301	897	318	508	189	362	92	167	116	296	1	684	25	844
552	577	250	941	44	931	201	910	68	245	461	492	779	963	107	994	168	321	346	742	42	385	257	816	386	797	217	798	544	569	533	585	121	329	542	870	8	224	191	412	184	382	92	540	681	728	102	725	142	716	814	881	281	296	10	330	523	995	600	944
522	606	267	620	320	668	151	958	6	759	14	797	711	765	332	590	180	591	544	814	599	996	219	894	295	997	633	920	695	774	457	823	470	655	24	545	89	728	46	517	102	460	326	511	191	378	98	940	386	559	55	276	726	827	358	585	182	393	562	858
617	946	537	750	392	895	93	571	186	246	345	445	405	555	847	970	787	814	431	646	211	363	31	900	619	763	658	681	592	909	843	901	263	897	829	975	53	805	308	511	50	289	630	731	471	957	160	904	469	797	150	638	20	115	49	351	142	226	221	898
282	491	575	583	235	822	539	708	109	825	629	636	15	530	204	440	714	802	200	308	165	910	95	727	374	644	29	436	349	359	77	443	3	598	350	461	39	680	192	783	695	840	455	770	863	958	378	604	119	642	25	154	135	333	255	982	75	363	581	619
418	946	527	798	262	921	338	861	958	989	403	750	480	612	507	602	454	702	79	555	569	775	195	964	57	142	680	830	371	909	180	856	244	544	887	969	333	807	331	815	232	536	289	683	284	706	277	878	235	328	808	858	644	727	824	851	216	981	205	525
21	707	24	467	526	679	58	917	162	618	245	852	706	783	311	386	810	960	556	703	468	493	369	483	322	665	82	376	145	712	160	552	345	850	228	891	769	802	384	839	164	926	272	506	532	921	654	758	31	724	555	749	62	806	174	857	259	971	634	645
517	702	203	729	198	607	166	498	553	685	53	813	558	749	179	589	479	505	72	887	822	955	33	516	445	583	396	937	431	860	31	105	453	779	88	169	802	942	742	744	218	988	99	914	78	909	242	947	507	663	313	499	286	344	26	985	644	667	544	852
433	911	589	738	113	319	202	951	284	333	27	504	768	977	428	465	265	407	642	673	177	752	712	947	234	674	195	315	586	926	277	604	53	800	430	549	468	970	614	872	56	873	580	847	38	546	9	668	160	703	250	579	510	729	43	106	58	744	21	569
902	957	393	422	115	397	217	243	327	330	204	983	19	900	312	809	92	436	307	800	499	521	547	899	221	269	188	930	16	160	117	500	118	303	394	444	192	212	99	468	407	864	141	536	0	530	35	602	123	325	434	650	6	862	627	707	546	726	289	622
154	739	240	566	652	700	578	771	115	810	316	645	7	889	168	202	561	724	130	950	675	977	153	744	230	662	331	567	396	861	11	498	658	983	145	528	162	829	353	833	241	986	220	462	32	245	672	904	283	807	648	901	549	826	84	774	57	577	263	458
279	671	613	900	184	771	232	530	902	929	687	744	376	590	97	843	635	810	84	892	130	465	183	768	199	967	716	831	48	536	265	678	165	644	580	617	243	822	155	302	69	584	63	586	136	479	95	464	710	790	551	997	642	957	206	592	800	848	58	207
164	881	243	429	25	475	121	854	453	731	225	765	797	882	499	602	200	862	604	849	202	426	213	633	621	972	658	890	4	174	373	487	665	720	228	361	149	595	95	833	195	241	169	439	267	608	444	927	138	643	677	766	285	548	319	805	303	593	583	939
22	293	454	687	646	919	51	993	211	911	894	988	244	677	622	625	267	369	320	665	616	664	57	800	331	467	121	587	270	330	559	850	149	695	443	802	582	730	157	425	438	913	250	651	4	150	79	279	367	752	249	273	304	909	181	186	643	790	44	161
74	469	43	223	170	982	443	524	961	970	175	642	116	779	66	335	621	656	297	743	115	687	289	578	587	690	93	938	756	922	813	904	136	965	695	855	360	666	126	932	52	62	491	826	54	64	729	740	4	182	39	503	548	808	36	313	256	455	372	871
315	561	98	712	15	805	71	129	777	919	188	990	470	669	277	505	262	655	629	894	760	943	163	972	917	948	130	232	320	579	428	507	138	635	12	451	555	780	109	729	267	998	134	442	239	707	181	352	161	654	359	798	32	516	282	286	240	336	942	957
26	87	454	479	36	451	910	953	170	184	939	947	135	308	132	264	705	959	29	100	395	483	90	603	458	809	234	365	9	129	606	617	131	776	344	492	475	636	408	995	98	714	422	535	318	525	446	608	154	650	507	536	669	747	32	568	474	665	607	854
75	317	346	535	22	877	425	650	554	802	38	359	485	497	151	316	771	840	113	498	229	711	476	869	99	664	768	858	436	558	197	673	674	862	278	488	295	323	178	859	24	184	514	652	352	560	177	788	573	999	133	383	32	173	325	333	753	926	179	321
499	852	53	71	614	977	73	282	63	847	295	466	529	787	226	423	530	781	48	613	233	457	131	875	657	660	399	694	104	808	500	815	430	918	711	849	771	859	64	705	479	818	98	358	57	609	229	244	26	502	493	790	66	879	504	506	645	701	620	801
603	706	526	892	426	681	0	33	378	939	75	758	860	996	6	19	903	928	428	471	172	335	370	493	461	602	89	543	150	442	246	278	283	563	433	780	403	971	430	764	189	372	727	759	743	775	29	302	293	820	281	798	769	945	68	799	28	546	439	452
519	933	697	788	67	475	902	919	466	872	47	474	117	666	490	506	153	836	946	961	818	951	230	368	589	981	164	809	620	773	567	972	602	847	303	341	16	586	149	575	369	733	231	718	162	226	3	808	500	811	775	908	422	580	105	295	419	660	25	708
380	782	59	762	717	989	286	738	290	471	238	991	70	941	111	873	220	778	226	789	463	763	310	386	132	322	438	728	43	713	472	965	258	887	148	736	133	949	388	403	306	568	267	570	563	794	604	841	879	978	85	602	368	864	169	699	245	422	437	697
380	733	241	535	292	498	157	842	533	865	207	251	897	927	100	785	178	637	735	885	50	771	567	977	394	425	29	271	266	421	170	290	191	560	109	620	415	653	341	687	912	984	488	749	305	448	70	513	673	754	231	484	200	878	314	788	58	82	541	711
23	379	270	798	84	359	78	704	404	944	235	800	329	522	646	934	36	720	149	747	717	746	715	956	567	590	181	945	555	891	45	880	286	463	727	845	37	644	224	571	663	851	226	407	430	853	655	980	827	865	87	413	409	985	59	809	515	976	323	968
150	714	645	786	12	78	442	813	546	891	287	649	145	241	266	810	85	304	780	925	465	770	414	488	250	979	459	809	188	617	395	948	500	655	329	718	291	316	355	953	702	704	158	353	427	619	56	460	270	600	227	673	328	999	80	390	217	497	365	484
78	321	610	885	604	833	775	918	607	659	279	283	288	373	560	580	130	881	411	531	810	989	75	533	537	796	614	686	624	684	58	541	126	409	296	438	210	613	139	535	103	466	30	710	770	787	39	241	522	753	403	704	358	984	264	268	742	948	417	469
250	999	618	886	114	815	451	693	394	584	155	565	276	631	350	833	138	554	84	919	149	656	834	949	310	506	945	954	193	692	38	613	242	504	132	414	511	832	478	915	1	950	140	453	19	198	344	441	221	777	519	913	741	966	106	786	799	854	403	706
223	315	291	745	861	997	485	981	328	703	389	862	205	592	479	556	112	750	34	173	770	936	90	796	780	898	330	729	180	208	89	710	111	185	93	860	843	989	348	949	252	278	201	579	475	852	420	670	626	810	46	70	66	430	131	624	617	978	68	503
554	692	814	918	59	259	423	693	546	835	159	238	187	327	207	604	13	170	923	943	801	929	126	440	260	309	401	973	149	234	227	445	76	346	485	526	127	436	252	625	64	563	294	402	783	828	641	648	91	515	685	985	180	547	232	935	42	174	7	282
644	684	641	815	227	793	178	804	170	902	683	724	417	680	406	774	172	870	29	813	78	114	96	718	773	897	388	470	157	937	174	428	276	572	322	346	299	621	281	636	116	203	177	597	316	760	437	468	521	626	303	994	399	919	250	418	381	732	132	410
468	533	149	508	307	864	341	376	557	622	509	958	724	866	257	599	567	775	142	898	788	986	394	792	140	588	492	582	580	998	849	923	49	736	504	964	47	552	305	472	325	631	478	834	343	671	413	929	89	959	425	776	298	975	40	510	680	687	463	906
242	989	705	951	80	641	30	674	102	751	124	900	132	534	233	282	658	757	68	952	190	682	488	633	792	915	409	950	123	332	589	605	287	684	537	672	508	606	834	871	234	998	901	902	479	934	18	473	840	859	164	550	339	436	382	937	377	719	178	279
64	469	617	840	389	823	243	413	258	913	131	370	272	465	167	186	149	528	457	607	152	761	451	700	337	673	450	956	31	165	205	278	307	741	380	448	709	841	446	530	15	498	536	930	678	704	20	807	520	658	596	964	779	839	533	636	193	570	517	792
147	730	258	570	232	517	71	549	343	858	182	860	80	247	778	854	395	668	62	930	763	949	14	177	388	819	244	545	290	944	187	982	385	782	575	713	459	497	205	797	340	880	168	875	25	794	311	966	566	975	844	993	11	123	199	622	429	696	38	186
282	732	562	678	960	973	304	434	771	955	469	920	49	688	430	499	859	976	220	531	472	582	529	725	324	938	587	737	145	473	428	829	65	710	665	721	35	609	629	897	511	832	174	793	405	667	380	506	116	118	494	910	645	873	83	230	236	422	691	875
601	833	353	684	628	729	536	871	281	923	224	909	250	356	234	748	13	563	50	503	497	908	348	604	176	442	217	306	280	450	136	956	247	284	184	802	373	855	235	517	297	831	141	155	257	799	562	618	354	470	712	720	29	900	2	561	582	659	144	521
775	974	448	945	903	993	562	865	323	357	343	871	108	607	111	978	767	914	39	849	237	851	224	864	157	267	73	628	818	951	412	806	632	854	276	866	392	884	176	230	760	971	519	530	437	622	165	699	626	758	198	478	18	286	89	523	143	307	211	984
388	683	97	484	528	721	459	526	204	218	405	587	648	874	47	70	825	970	350	697	485	613	646	800	110	899	738	999	28	517	250	464	271	629	693	802	137	406	475	919	687	971	19	672	645	841	282	728	357	486	125	142	29	44	223	304	87	183	901	949
801	887	209	513	176	934	388	891	12	430	69	743	845	905	152	480	105	128	361	404	318	973	422	928	638	863	969	970	389	610	729	836	360	703	713	972	195	323	444	849	67	690	702	869	477	947	736	995	33	636	216	614	816	842	204	641	331	631	225	927
871	964	205	528	15	983	440	806	160	874	121	444	103	432	389	435	104	403	410	717	843	945	684	812	772	899	635	804	116	542	657	857	81	157	120	672	183	766	400	404	282	395	152	931	107	447	331	810	36	338	258	560	691	968	296	572	0	273	192	641
61	603	420	477	70	425	69	998	182	704	408	774	188	282	236	734	145	438	323	720	333	826	444	762	410	494	257	575	263	923	353	952	800	999	533	549	160	409	798	919	590	871	772	831	419	955	127	335	338	759	59	763	82	604	56	451	244	248	253	332
540	998	754	784	642	684	161	456	349	765	454	625	269	903	628	746	681	861	416	475	216	512	419	981	81	525	813	957	909	983	4	972	79	643	472	707	480	872	205	250	72	383	5	736	42	619	136	393	153	259	16	705	316	941	544	641	303	578	432	920
754	873	15	391	337	668	118	799	95	136	170	805	717	930	587	806	39	682	383	988	392	969	10	447	356	862	299	424	800	804	747	863	71	990	120	931	269	752	427	657	519	571	588	659	322	653	288	637	6	137	418	629	396	431	153	259	177	281	271	673
260	836	103	338	511	982	337	342	672	871	140	568	666	964	284	699	456	995	623	961	215	571	818	997	310	659	55	195	378	806	682	808	323	778	216	869	700	792	874	875	495	956	507	945	468	665	141	609	104	490	177	704	564	615	249	270	720	878	121	427
354	529	50	559	209	454	9	157	702	935	274	764	19	237	509	594	230	580	481	565	241	851	506	952	46	63	361	659	811	913	219	597	232	632	78	717	340	974	369	889	234	608	630	665	177	750	598	768	691	983	11	569	376	564	156	422	221	317	496	838
321	463	324	939	388	942	590	808	191	786	41	591	420	870	659	894	434	514	529	959	675	741	705	829	195	991	495	606	158	322	206	728	284	480	320	586	367	837	428	783	628	734	625	768	248	607	74	624	226	476	533	580	631	906	492	937	198	332	62	430
271	516	52	598	138	159	221	284	80	103	687	959	568	880	201	574	413	975	477	899	479	492	287	582	172	372	439	996	356	412	343	861	39	399	152	389	146	915	232	364	218	332	51	986	829	922	429	528	852	940	344	465	266	517	490	783	409	928	485	706
514	722	77	421	54	943	229	842	118	247	659	739	291	531	39	618	830	853	478	761	38	174	290	316	640	950	489	977	50	614	169	329	322	833	335	895	410	557	205	751	40	528	257	764	321	923	101	213	883	989	384	590	350	894	223	955	465	555	704	901
161	338	919	996	201	422	21	233	170	953	701	736	860	979	510	722	180	254	107	589	19	456	205	553	661	721	560	658	303	972	169	639	51	369	4	366	568	686	326	827	524	830	119	863	263	643	116	535	3	500	435	742	981	983	434	476	295	624	16	316
173	684	104	413	42	490	279	870	38	49	191	251	153	249	194	291	925	978	101	861	373	441	398	813	636	665	735	795	131	259	464	832	256	367	420	603	675	784	401	434	60	591	826	944	512	858	89	574	346	378	530	979	99	882	327	535	580	644	416	626
41	549	228	530	85	947	36	131	608	623	300	934	284	997	388	929	11	489	413	754	244	248	345	401	145	961	265	321	526	904	533	926	77	273	702	846	177	678	324	966	35	505	349	629	69	607	278	718	337	584	156	368	564	790	39	788	338	693	87	859
410	476	22	412	578	950	42	251	159	971	272	757	810	975	199	306	617	637	73	579	592	802	141	511	188	778	344	669	217	292	237	874	29	228	820	976	271	780	761	992	394	862	278	849	584	724	461	692	801	897	135	213	375	915	395	613	66	309	562	711
336	816	154	935	42	140	120	583	431	933	261	753	73	999	366	738	498	817	90	717	23	751	286	470	142	441	26	374	5	159	29	791	127	467	45	642	896	909	309	917	360	432	128	347	790	890	282	684	315	807	11	625	417	885	201	622	730	953	1	899
302	858	246	792	225	901	399	723	170	498	547	626	53	351	348	844	0	138	504	879	647	725	198	632	231	487	335	950	304	895	316	820	378	893	91	250	23	865	84	307	24	466	121	996	112	747	843	870	427	606	451	985	850	965	544	643	610	999	29	252
389	428	14	530	268	707	148	557	257	290	553	858	525	984	605	634	329	939	172	442	602	651	279	341	258	573	130	664	52	576	207	225	342	417	355	710	1	362	280	627	39	918	326	744	62	282	650	791	455	686	323	575	298	948	87	865	101	983	351	924
478	695	961	966	55	629	589	861	546	580	276	414	434	435	617	875	223	965	430	461	453	956	858	972	544	999	45	599	8	148	512	537	32	639	508	528	600	995	83	641	64	907	417	867	171	311	534	937	228	860	281	286	277	767	690	827	68	540	393	441
669	713	507	522	342	850	400	811	864	946	126	368	569	863	225	580	372	746	125	866	339	501	249	959	178	865	709	836	279	917	14	539	749	908	382	673	192	572	120	670	892	977	202	284	151	618	272	601	573	755	347	639	354	555	43	614	163	674	508	760
581	773	316	718	738	967	856	898	148	488	303	882	65	954	93	668	133	401	746	749	98	940	703	964	237	753	167	380	930	962	291	605	379	868	64	187	123	993	630	948	95	313	213	925	881	908	61	153	29	606	301	784	647	853	269	296	640	731	482	662
498	824	673	835	35	926	394	447	167	799	346	792	515	691	100	955	714	793	83	125	211	514	413	635	235	853	304	787	523	656	130	345	791	827	618	761	802	954	501	885	176	568	653	994	228	833	113	900	601	974	741	889	87	366	765	944	112	332	452	677
447	620	520	864	452	862	23	469	420	914	812	848	851	902	552	576	98	489	361	768	616	974	260	588	102	831	844	933	656	834	314	954	601	776	190	946	316	320	42	832	145	548	91	219	247	618	213	589	261	443	251	683	97	510	666	830	72	938	281	689
533	855	285	920	269	773	111	618	677	995	521	954	519	640	506	554	197	755	135	566	58	942	544	962	103	771	427	802	241	792	132	866	303	552	283	800	543	664	261	987	489	799	130	739	450	749	607	704	26	589	133	259	877	956	292	985	501	909	557	798
